type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立,2+3,是否有負評,是否有正評
photo,post_page_157215971120682,157215971120682_785295854979354,https://www.facebook.com/157215971120682/posts/785295854979354,??世大運之星-桌球王子??江宏傑 Chiang Hung-Chieh ??  如果你認識江宏傑，是因為他娶了福原愛?? 那你一定要透過這張圖來認識他  1?江宏傑出身台南幫 2?世界大學運動4面金牌：??男單 1 金、????男雙 2 金（都與黃聖盛搭檔）、??混雙金牌 1 面（搭檔黃怡樺） 3?江宏傑擅長打法：右手橫拍，兩面弧圈??   ?支持運動員請分享圖片，留言你最欣賞江宏傑哪項!  ????甚麼是台南幫：台南孕育出許多桌球高手、高高手，包括蔣澎龍、吳志祺、江宏傑、黃聖盛、鄭怡靜等多位國際級名將。台南市桌球隊曾締造全運會 23 連霸的紀錄。  ??想更了解江宏傑：https://goo.gl/2y5DQc,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18486076_785295854979354_6889426456118649634_n.jpg?oh=ab014e9530a2ee96c46c628b72e1efdd&oe=5A2E517E,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18486076_785295854979354_6889426456118649634_n.jpg?oh=bde98966374a749fa4f52f6277c4c969&oe=5A2A2481,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/785295854979354/?type=3,facebook.com,2017-05-19T06:02:50+0000,1495173770,2017/5/19 08:02,790,4,812,27,843,4,4,0,2,0,788,16,1,5,0,0,0,2017/5/19,2017,5,19,0,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_785223064986633,https://www.facebook.com/157215971120682/posts/785223064986633,9?9?倒數》就是明天！星光運動電影院即將開張??  快來和我們一起用運動電影倒數，熱血迎接臺北世大運?? 大安森林公園音樂露台免費上映?? 全球瘋運動，7 國 8 部電影，4 部臺灣首映 知名影評人 膝關節 左撇子的電影博物館 電影法蘭克 大推??  《一起世大運 99倒數》 ??時間：5/19(五)-5/21(日)18:30起播放至23:50前結束 ??地點：大安森林公園露天音樂台 ??時刻表與片單介紹與影評 ：https://goo.gl/KfSHRm ??活動頁：https://goo.gl/7wyvV0,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18557442_785223064986633_76447665458821070_n.jpg?oh=7c0806958f4fdf854470a47d7c6fb123&oe=5A3262B1,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18557442_785223064986633_76447665458821070_n.jpg?oh=b0fbbb5e31390cc200ec6a32681fd61c&oe=59FE8654,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/785223064986633/?type=3,facebook.com,2017-05-18T04:00:26+0000,1495080026,2017/5/18 06:00,421,8,432,59,499,5,1,4,2,0,417,9,1,1,0,0,0,2017/5/18,2017,5,18,10,0,3,3,0,1
photo,post_page_157215971120682,157215971120682_784775215031418,https://www.facebook.com/157215971120682/posts/784775215031418,??世大運智慧王  等你來挑戰??  你知道嗎？中華隊參加世大運以來 ????最會奪金項目是：??跆拳道??網球??桌球  ??題目來囉!! ??到底這三個項目分別累積多少面金牌呢？?? ??答案範例：網球O金、跆拳道O金、桌球O金  即日起至5/21中午12:00止 留言正確答案，前三名正確者， 就可獲得2017世大運隨身碟1個！  ?偷偷告訴你?答案在這 https://goo.gl/7Tvf2S  ?正確答案及得獎名單將於5/25下午5:00公布，以第一次答案為主，編輯後不算  #答對的很強 #超級運動迷 #世大運金庫 #2017臺北世大運,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18556139_784775215031418_6867865224669385539_n.jpg?oh=5e8dc5c0b35041b03258c0ae29d18f87&oe=5A38EE74,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18556139_784775215031418_6867865224669385539_n.jpg?oh=f96d66c12c1d4404bb3f6a390e31d6c6&oe=59F4738B,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/784775215031418/?type=3,facebook.com,2017-05-17T09:16:27+0000,1495012587,2017/5/17 11:16,427,210,433,68,711,206,205,1,8,0,422,5,1,0,0,0,0,2017/5/17,2017,5,17,0,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_784321975076742,https://www.facebook.com/157215971120682/posts/784321975076742,??富邦金控正式成為2017臺北世大運官方贊助夥伴??  ?富邦金控給世大運的支持與暖心服務 ??在林口選手村設立簡易分行提供選手方便換匯 ??也提供相關保險讓選手放心參賽、觀眾安心觀賽  看到在地的企業支持臺灣的體育活動 是不是很振奮人心啊！ 你還在等什麼呢？！ 讓我們一起支持2017臺北世大運??  ?更多最新消息：https://goo.gl/uaqnUY,廣告贊助,廣告贊助,G,G,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18447006_784321975076742_8176190169571832487_n.jpg?oh=cb8c6d701aff9be4127dd6b6d4dd6318&oe=5A3364A8,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/18447006_784321975076742_8176190169571832487_n.jpg?oh=6025b4f41ed48a6c440df1a0c5e2895e&oe=5A31348E,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/784321975076742/?type=3,facebook.com,2017-05-15T16:00:00+0000,1494864000,2017/5/15 18:00,249,2,251,3,256,2,1,1,2,0,247,2,0,0,0,0,0,2017/5/15,2017,5,15,14,0,2,2,0,1
video,post_page_157215971120682,157215971120682_784376708404602,https://www.facebook.com/157215971120682/posts/784376708404602,?? 跆拳道品勢 為世大運做足準備 ??  ?? 跆拳品勢加體操  自由品勢增看頭 ?? 外籍教練超給力  刺激強化進步大 ?? 男女小將再進化  力拼金牌留台灣   【自由品勢】 不受傳統型場動作限制， 可編入如體操空翻、側翻、旋轉等炫技， 搭配60至70秒的音樂幫助律動， 是2017臺北世大運新增競賽項目。  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #品勢好帥,跆拳道,運動,H,Taekwondo,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18922986_793556124153327_2915423564301598720_n.jpg?oh=65f2d41a5a3b894b55bab0a4439247f7&oe=5A30110F,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18922986_793556124153327_2915423564301598720_n.jpg?oh=61077fb1a0934b67d34c1129e978809f&oe=59F003B5,https://www.facebook.com/taipei2017/videos/784376708404602/,facebook.com,2017-05-14T16:00:00+0000,1494777600,2017/5/14 18:00,618,2,626,43,671,2,1,1,5,0,618,6,0,0,0,0,2,2017/5/14,2017,5,14,32,0,0,0,0,1
video,post_page_157215971120682,157215971120682_780977715411168,https://www.facebook.com/157215971120682/posts/780977715411168,??用熱血的鈴聲 幫世大運加油暖身??  ??2017臺北世大運主題曲 ?「擁抱世界 擁抱你」 ??手機鈴聲和來電答鈴來嘍！  讓所有人都「聽」得到臺北的熱情與活力?  ◎來電答鈴下載方式： 中華電信：手機直撥700→按4→輸入020782 台哥大：手機直撥803→按4→輸入020782 亞太：手機直撥560→按2→按6選擇快速點歌→輸入020782 台灣之星：手機直撥700→按4→輸入110709 遠傳：手機直撥900→按4 →輸入587190  ◎手機鈴聲下載網址： https://goo.gl/XMVtVv  #2017臺北世大運 #夢想值得不斷挑戰 #擁抱世界擁抱你,廣告贊助,廣告贊助,G,G,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442818_780978295411110_7837434344393146368_n.jpg?oh=aa7de0dd135c66966e9441958ab57dfa&oe=5A020B37,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442818_780978295411110_7837434344393146368_n.jpg?oh=4d5236fd76079abd48e61cb1f7966842&oe=5A2F008D,https://www.facebook.com/taipei2017/videos/780977715411168/,facebook.com,2017-05-14T09:17:00+0000,1494753420,2017/5/14 11:17,1104,17,1158,183,1358,17,13,4,15,0,1100,47,2,1,0,0,3,2017/5/14,2017,5,14,3,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_782615291914077,https://www.facebook.com/157215971120682/posts/782615291914077,??每個強大運動員背後，都有一個強大的母親?? ??帶領他們克服困難，鼓勵他們向前?? ??這次世大運回家比賽，他們要用自己的努力讓媽媽感到驕傲?? ??滑照片看他們與媽媽的故事吧!?? ?全天下的媽媽母親節快樂!???? 點連結給你更多世大運??https://goo.gl/g9foIe  #覺得溫馨請給小花 #母親節 #媽媽好正,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18447402_782614681914138_254753115052698133_n.jpg?oh=bb0a30a8f1cd48fcb9a6c1b78a7f1538&oe=59F0FD92,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/18447402_782614681914138_254753115052698133_n.jpg?oh=bbac6a38f00db30f65bc5cda599b3cec&oe=59FFD4C1,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/782614681914138/?type=3,facebook.com,2017-05-13T11:55:03+0000,1494676503,2017/5/13 13:55,940,15,1075,67,1157,14,9,5,1,0,934,23,0,1,0,0,110,2017/5/13,2017,5,13,11,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_782123178629955,https://www.facebook.com/157215971120682/posts/782123178629955,??Run your way 全民奔向世大運-巡迴活動??  全臺最狂2?0?1?7?8?1?9?公里長征等你來完成?  目前累積超過85萬公里  一起加入我們吧????????  今天（5/13）下午 2 點，在臺北市中山運動中心 2 樓健身房 完成指定里程運動後，拍照截圖給活動人員認證， 即可獲得活力補給品一組 每場限量 80 名給最認真運動的你們??????   快點來加入挑戰，為世大運動起來！   當天沒空也沒關係，還有提供其他方式讓你一起JOIN！ 活動網站：http://partner.2017.taipei/activity.php 活動頁：https://goo.gl/ORcW97  #2017819km #2017臺北世大運,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18423938_782123178629955_7400575699545992577_n.jpg?oh=b2efb5bd2c58fd42fe6fe64ea3c56d43&oe=59F159E9,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18423938_782123178629955_7400575699545992577_n.jpg?oh=180f94ba5e878ad18573d9aa921a6dd3&oe=59FBF816,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/782123178629955/?type=3,facebook.com,2017-05-13T03:44:00+0000,1494647040,2017/5/13 05:44,167,1,171,9,181,1,1,0,0,0,167,2,0,1,0,0,0,2017/5/13,2017,5,13,29,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_781094802066126,https://www.facebook.com/157215971120682/posts/781094802066126,【世大運之星#2】力拚世大運首金的桌球一姊鄭怡靜 CHENG I-Ching  從2011年起鄭怡靜不曾缺席世大運，成績每屆進步，但累計3銀2銅，總與金牌無緣，這位自去年9月起就穩居世界前10的桌球一姊，對臺北世大運有什麼期待？（繼續滑照片看故事）  點連結給你更多世大運??https://goo.gl/g9foIe,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18341739_781093575399582_8282819336174077310_n.jpg?oh=9f6136eedac635c407461383fa9a0665&oe=59F1031F,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18341739_781093575399582_8282819336174077310_n.jpg?oh=c5958e10ebf426641ed89f6216567ed5&oe=5A3006E0,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781093575399582/?type=3,facebook.com,2017-05-12T09:17:00+0000,1494580620,2017/5/12 11:17,483,19,499,20,538,19,12,7,4,0,481,8,0,0,0,0,7,2017/5/12,2017,5,12,19,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_781404612035145,https://www.facebook.com/157215971120682/posts/781404612035145,世大運倒數九九天?? 熱血電影播放三天?? 就在大安森林公園?? 三大主題七國八片?? 四片臺灣搶先上演?? 快點來看不會後悔??  #下午5點半開始限量100杯星巴克等你來拿 #盡量搭乘大眾運輸工具前往喔  活動訊息： 「一起世大運 99倒數」 時間：5/19(五)-5/21(日)每晚6:30起播放至11:50前結束 地點：大安森林公園露天音樂台 播放時刻表與片單介紹：http://events.2017.taipei,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/18342019_781404612035145_7815128672468526492_n.jpg?oh=c57112975aabe44622d72021a6dfbe00&oe=59ECA008,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18342019_781404612035145_7815128672468526492_n.jpg?oh=2926fcce55536f4cb5ab5727568af463&oe=5A2D9B49,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781404612035145/?type=3,facebook.com,2017-05-12T03:44:00+0000,1494560640,2017/5/12 05:44,352,4,369,24,397,4,3,1,0,0,350,7,1,0,0,0,9,2017/5/12,2017,5,12,19,0,0,0,0,1
video,post_page_157215971120682,157215971120682_781061042069502,https://www.facebook.com/157215971120682/posts/781061042069502,??2017臺北世大運倒數1?0?0?天??  106年全大運10日閉幕 也是2017臺北世大運倒數100天??  這次回家比賽，每位運動員都準備好了 你們準備好了嗎??????????  ??留言為你喜歡的運動員加油吧?? Tag他們，讓他們看到你的熱情已準備就緒????  點連結給你更多世大運??https://goo.gl/g9foIe  #finalcountdown #熱情 #回家比賽,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442903_781061972069409_2012825853355884544_n.jpg?oh=e9f90073521cc36085b06f390eeb8553&oe=59F2BD38,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442903_781061972069409_2012825853355884544_n.jpg?oh=ce1818e80a032525d24206aebaf93697&oe=5A2DA882,https://www.facebook.com/taipei2017/videos/781061042069502/,facebook.com,2017-05-11T03:17:16+0000,1494472636,2017/5/11 05:17,2068,31,2116,129,2276,31,20,11,6,0,2064,31,3,1,0,0,12,2017/5/11,2017,5,11,11,0,0,0,0,1
video,post_page_157215971120682,157215971120682_781056122069994,https://www.facebook.com/157215971120682/posts/781056122069994,??桌球一姐鄭怡靜  拍下全大運女單金牌??  ??世界女單排名第7的鄭怡靜 CHENG I-Ching 10日為輔大奪下女單金牌?  ??鄭怡靜第4次入選世大運國手， 八月世大運前，她將先參加五月底的世界錦標賽及三個公開賽， 透過以賽代訓調整狀況，目標把獎牌留在臺灣！??  ??這次世大運回家比賽，一起進場為運動員加油????  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #桌球一姐鄭怡靜 #鄭怡靜加油,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442882_781060268736246_4710326251686985728_n.jpg?oh=889c5ce32219ba8e2c9561dc21f55749&oe=5A30123D,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442882_781060268736246_4710326251686985728_n.jpg?oh=01e86b49282966c22654e942ec9b8237&oe=59F60787,https://www.facebook.com/taipei2017/videos/781056122069994/,facebook.com,2017-05-10T12:36:52+0000,1494419812,2017/5/10 14:36,658,8,674,14,696,8,4,4,2,0,657,15,0,0,0,0,1,2017/5/10,2017,5,10,1,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_781035735405366,https://www.facebook.com/157215971120682/posts/781035735405366,??我的神預測-中獎名單??  正確答案106年全大運郭婞淳決賽舉起總和 ??為231公斤??  前五位預測正確者名單出爐了! 你們真的好準啊!!  ??請得獎者於5/17(三)中午12:00前 訊息回覆粉絲團確認相關聯絡資訊  ??關於郭婞淳的故事→https://goo.gl/gnlbUA ??點連結給你更多世大運??https://goo.gl/g9foIe  備註：答案經編輯後不列入得獎名單,抽獎,抽獎,C,C,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18403535_781035735405366_8910436313785023003_n.jpg?oh=f9368001098619aa24073b7214286c7c&oe=5A2D2731,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18403535_781035735405366_8910436313785023003_n.jpg?oh=7163bfb7791c0778a4348f2707674e36&oe=59F17DCE,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781035735405366/?type=3,facebook.com,2017-05-10T10:59:18+0000,1494413958,2017/5/10 12:59,250,0,255,1,256,0,0,0,0,0,250,1,2,1,0,0,1,2017/5/10,2017,5,10,261,0,3,3,0,1
video,post_page_157215971120682,157215971120682_780940952081511,https://www.facebook.com/157215971120682/posts/780940952081511,? 跨欄美少女 會跑人又正?  國立體大 羅佩琳 Pei Lin-Lo 順利蟬聯全大運女子400公尺跨欄后座??  點連結給你更多世大運??https://goo.gl/g9foIe  ??田徑項目我們真的有很多優秀的選手， 如果你也能親自跑一趟田徑場看他們比賽， 一定也能感受到這種短時間決勝負的熱血氛圍~  #快給羅珮琳一個愛心 #她拍過麥當勞廣告你知道嗎 #加油再拚世大運資格呦,田徑,運動,H,Athletics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18407998_780944185414521_917621210194378752_n.jpg?oh=d82fc6c9d551aca45cd73db71f955a25&oe=59FEBBC7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18407998_780944185414521_917621210194378752_n.jpg?oh=dcc9094f3889cabc373b9ca611e7e986&oe=5A29D282,https://www.facebook.com/taipei2017/videos/780940952081511/,facebook.com,2017-05-10T06:26:22+0000,1494397582,2017/5/10 08:26,1489,16,1533,37,1586,13,8,5,5,0,1486,43,0,1,0,0,0,2017/5/10,2017,5,10,0,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_781110128731260,https://www.facebook.com/157215971120682/posts/781110128731260,Taipei 2017 Universiade - 世大運 added 9 new photos — with 姜巧文- 跆拳品勢.,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18342825_781110128731260_942039547206849536_n.jpg?oh=928a831b1d6748ed0006d40f5f48f0cb&oe=5A2BCB09,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18342825_781110128731260_942039547206849536_n.jpg?oh=0f9d228289e5a05657d2fd8e637eea4d&oe=5A2B7DFE,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781110128731260/?type=3,facebook.com,2017-05-10T04:00:00+0000,1494388800,2017/5/10 06:00,37,0,39,0,39,0,0,0,0,0,37,1,0,0,0,0,1,2017/5/10,2017,5,10,0,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_780596542115952,https://www.facebook.com/157215971120682/posts/780596542115952,??再痛也要拚下去-跆拳女悍將莊佳佳??  女性運動員真的很辛苦，你能想像在生理痛的情況下， 還能踢下金牌嗎? (肅然起敬了!)  ??臺師大跆拳道好手莊佳佳 在全大運公開女子組67公斤級的金牌戰以13：8打敗彰師大的林若薇。 莊佳佳拿下個人生涯在全大運的第五面金牌。  覺得莊佳佳超猛，請按讚?? 覺得生理痛感同身受，請按愛心?  點連結給你更多世大運??https://goo.gl/GmDdM8  #106年全大運 #跆拳道 #莊佳佳,跆拳道,運動,H,Taekwondo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18342805_780596542115952_5454989569869147997_n.jpg?oh=89d0f191560e8cc6bb046bc21b48ac64&oe=5A3340B2,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/18342805_780596542115952_5454989569869147997_n.jpg?oh=d56109456e8781b75b6d8b54b9bb6b6b&oe=5A309094,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/780596542115952/?type=3,facebook.com,2017-05-09T13:49:01+0000,1494337741,2017/5/9 15:49,700,16,742,6,764,16,8,8,5,0,698,39,2,0,0,1,0,2017/5/9,2017,5,9,0,0,0,0,0,1
video,post_page_157215971120682,157215971120682_780553882120218,https://www.facebook.com/157215971120682/posts/780553882120218,??體操男孩唐嘉鴻翻轉出單槓金牌??  ????單槓真的不簡單~ 臺師大唐嘉鴻才拿完競技體操男子個人全能金牌，今天又拿單槓金牌! 這麼好看的比賽，你沒看到就太可惜了! 一起分享幫唐嘉鴻加油！覺得體操男孩超帥請給?  詳細比賽成績是這樣的：臺師大的唐嘉鴻8日才在競技體操男子個人全能，以總成績79.588分拿下金牌，今天再度以13.525分，拿下單槓金牌!!????  ??嘉鴻目前是競技體操培訓隊的一員，拿手項目是地板及單槓，也期待他能入選世大運國手，把獎牌留在臺灣！！??  ??這次世大運我們的子弟兵們要回家比賽 一起進場為運動員加油????  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #請分享 #翻滾吧嘉鴻 #唐嘉鴻加油,競技體操,運動,H, Artistic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18407682_780555552120051_471591802852343808_n.jpg?oh=0d19b60c200c9e4d13a0716103e086d6&oe=5A2F1577,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18407682_780555552120051_471591802852343808_n.jpg?oh=e7779b885b39448050cd501510f3fadf&oe=59F62432,https://www.facebook.com/taipei2017/videos/780553882120218/,facebook.com,2017-05-09T12:14:59+0000,1494332099,2017/5/9 14:14,1402,32,1477,75,1584,32,16,16,17,0,1400,44,27,2,0,0,2,2017/5/9,2017,5,9,0,0,0,0,0,1
